med_name,med_code,image_url,price,dosage_form,active_ingredient,unit,stock_quantity,is_active
An Glutathion Premium,MED-00099,https://trungtamthuoc.com/images/products/130x130/an-glutathion-premium-1-l4667.jpg,236567,Viên nang cứng,"L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Astaxanthin",hộp,31,true
Kohide,MED-00100,https://trungtamthuoc.com/images/products/130x130/kohide-1-e1756.jpg,276753,Kem bôi da,"Betamethason, Clotrimazol, Gentamicin",hộp,125,true
Son dưỡng Omi Brotherhood Menturm Smooth Lip Cream for Children,MED-00101,https://trungtamthuoc.com/images/products/130x130/omi-brotherhood-menturm-smooth-lip-cream-for-children-2-k4603.jpg,282077,Son môi,"Lanolin, Mineral oil, Vitamin B6 (Pyridoxine hydrochloride), Vitamin E (Alpha Tocopherol), Parafin lỏng, Squalane",hộp,73,true
Son dưỡng Omi Brotherhood Menturm Stick With Menthol,MED-00102,https://trungtamthuoc.com/images/products/130x130/omi-brotherhood-menturm-stick-with-menthol-2-j3562.jpg,235143,Son môi,"Lanolin, Menthol, Mineral oil, Parafin lỏng",hộp,143,true
Panspray Panthenol,MED-00103,https://trungtamthuoc.com/images/products/130x130/panspray-panthenol-2-o5586.jpg,282806,Dạng xịt,"Dexpanthenol, Vitamin E (Alpha Tocopherol), Allantoin, Citric Acid, Nano Bạc , Acid Stearic, Tetrahydrocurcumin",hộp,73,true
Dung dịch Dizigone baby Sanitizing Water,MED-00104,https://trungtamthuoc.com/images/products/130x130/dizigone-baby-sanitizing-water-2-d1534.jpg,114140,Dạng xịt,Natri Clorid,hộp,142,true
Viên uống sáng da Yonlie Collagen,MED-00105,https://trungtamthuoc.com/images/products/130x130/vien-uong-sang-da-yonlie-collagen-1-e2670.jpg,277929,Viên nang mềm,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Pregnenolone, Acid hyaluronic",hộp,33,true
Viên uống sáng da Mela,MED-00106,https://trungtamthuoc.com/images/products/130x130/vien-uong-sang-da-mela-1-h3351.jpg,127082,Viên nang,"Collagen, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Pregnenolone, Acid hyaluronic",hộp,105,true
Dung dịch xịt ngoài da Skin Herbal,MED-00107,https://trungtamthuoc.com/images/products/130x130/dung-dich-xit-ngoai-da-skin-herbal-1-a0173.jpg,281866,Dung dịch,"Clorhexidin (Chlorhexidine), Curcumin",hộp,190,true
Collagen Gluta Liza,MED-00108,https://trungtamthuoc.com/images/products/130x130/collagen-gluta-liza-1-k4760.jpg,213314,Dung dịch uống,"Curcumin, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Collagen Type II",hộp,118,true
Dian Beauty,MED-00109,https://trungtamthuoc.com/images/products/130x130/dian-beauty-1-h3224.jpg,273949,Viên nang cứng,"Collagen, L-Glutathione, Retinol (Vitamin A), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Astaxanthin",hộp,57,true
Daily Glutathione Film 130mg,MED-00110,https://trungtamthuoc.com/images/products/130x130/daily-glutathione-film-130mg-1-m4780.jpg,209203,Miếng phim,"Collagen, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Elastin, Acid hyaluronic",hộp,178,true
Marigen,MED-00111,https://trungtamthuoc.com/images/products/130x130/marigen-1-o5477.jpg,149208,Bột pha uống,Collagen,hộp,25,true
Heshi Collagen Enrich Jelly,MED-00112,https://trungtamthuoc.com/images/products/130x130/heshi-collagen-enrich-jelly-1-e1172.jpg,145690,Dung dịch uống,"L-Glutathione, Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Zinc Gluconate (Kẽm Gluconat), Collagen Type II",hộp,30,true
Xịt giảm mụn lưng Neo Acnes,MED-00113,https://trungtamthuoc.com/images/products/130x130/xit-giam-mun-lung-neo-acnes-2-v8284.jpg,115701,Dạng xịt,"Betaine, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Allantoin, Dipotassium Glycyrrhizinate, Lactobacillus fermentum",hộp,183,true
Simple 11% Niacinamide + ZINC + PHA Purify+ Serum,MED-00114,https://trungtamthuoc.com/images/products/130x130/simple-11-niacinamide-zinc-pha-purify-serum-1-b0360.jpg,225717,Serum,"Glycerol (Glycerin), Kẽm, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin E (Alpha Tocopherol), Nước, Citric Acid, Natri Hydroxyd, Gluconolactone (PHA)",chai,63,true
Torriden Balanceful Serum,MED-00115,https://trungtamthuoc.com/images/products/130x130/torriden-balanceful-serum-1-u8885.jpg,216978,Serum,"Acid Salicylic (BHA), Betaine, Glycerol (Glycerin), Natri Hyaluronate, Acid Pantothenic (Vitamin B5), Nước, Allantoin, Xanthan Gum , Asiaticoside (Acid Asiatic), Lactobacillus fermentum, Acid hyaluronic, 1,2-Hexanediol (Hexane-1,2-diol)",lọ,140,true
Nhau Thai Cừu VIP G&P,MED-00116,https://trungtamthuoc.com/images/products/130x130/nhau-thai-cuu-vip-gp-1-o5180.jpg,230349,Viên uống,Collagen,hộp,77,true
Napu Collagen,MED-00117,https://trungtamthuoc.com/images/products/130x130/napu-collagen-1-l4552.jpg,122762,Viên sủi,"Collagen, Glutathione, Isoflavone, Nano Curcumin, Vitamin C (Acid Ascorbic), Cysteine, Zinc Gluconate (Kẽm Gluconat), Acid hyaluronic",hộp,128,true
S.O.S Pelle Skin Rescue Cream,MED-00118,https://trungtamthuoc.com/images/products/130x130/sos-pelle-skin-rescue-cream-2-s7138.jpg,148610,Kem,"Betaine, Squalane",hộp,117,true
S.O.S Pelle After Bite Pen,MED-00119,https://trungtamthuoc.com/images/products/130x130/sos-pelle-after-bite-pen-2-d1750.jpg,166489,Dung dịch,Glycerol (Glycerin),hộp,198,true
Teenilicious Hand Cream with Acai Berry Oil & Pomegranate,MED-00120,https://trungtamthuoc.com/images/products/130x130/teenilicious-hand-cream-2-s7806.jpg,156658,Kem,"Xylitol, Cetearyl Alcohol",hộp,68,true
Apiderm,MED-00121,https://trungtamthuoc.com/images/products/130x130/apiderm-1-j4772.jpg,295566,Kem bôi da,"Betamethason, Clotrimazol, Gentamicin",hộp,159,true
La’ Cerise Beauty,MED-00122,https://trungtamthuoc.com/images/products/130x130/la-cerise-beauty-1-g2140.jpg,213162,Viên nén,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Zinc Gluconate (Kẽm Gluconat), L-Cystine",hộp,41,true
Viên Bổ Gan Cuộc Sống Xanh,MED-00123,https://trungtamthuoc.com/images/products/130x130/vien-bo-gan-cuoc-song-xanh-1-t7344.jpg,221849,Viên nang mềm,"Curcumin, L-Ornithine L-Aspartate, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Silymarin, Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), L-Arginine",hộp,116,true
Collagen NMN Plus,MED-00124,https://trungtamthuoc.com/images/products/130x130/collagen-nmn-plus-00-e1260.jpg,183443,Bột pha dung dịch uống,"Collagen, Elastin, Nicotinamide mononucleotide (NMN)",hộp,45,true
Cere White,MED-00125,https://trungtamthuoc.com/images/products/130x130/cere-white-1-a0175.jpg,288077,Bột pha uống,"Collagen, Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), L-Cystine",ống,52,true
Radskin Mos,MED-00126,https://trungtamthuoc.com/images/products/130x130/radskin-mos-1-b0107.jpg,233878,Dung dịch,,lọ,123,true
Teenilicious Acne Face Gel,MED-00127,https://trungtamthuoc.com/images/products/130x130/teenilicious-acne-face-gel-2-h3873.jpg,264871,Gel,"Acid Salicylic (BHA), Allantoin",hộp,22,true
Glutathione Homi Bika,MED-00128,https://trungtamthuoc.com/images/products/130x130/glutathione-homi-bika-1-d1655.jpg,266722,Viên uống,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, Curcumin, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine",hộp,81,true
Procream,MED-00129,https://trungtamthuoc.com/images/products/130x130/procream-11-u8014.jpg,139165,Kem,"Clorhexidin (Chlorhexidine), Acid Pantothenic (Vitamin B5), Kẽm Oxyd (Zinc Oxide), Ceramide, Nano Bạc , Cetearyl Alcohol",hộp,89,true
Neothera Melasma Cream,MED-00130,https://trungtamthuoc.com/images/products/130x130/melasma-cream-11-d1302.jpg,291723,Kem,"Acid Tranexamic, Glycerol (Glycerin), Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), Allantoin, Arbutin, Bisabolol (Levomenol)",hộp,184,true
Neothera Armpit Cream,MED-00131,https://trungtamthuoc.com/images/products/130x130/neothera-armpit-cream-2-d1682.jpg,158789,Kem,"Acid Salicylic (BHA), Glycerol (Glycerin), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Allantoin, Arbutin, Bisabolol (Levomenol), Triethyl citrate",hộp,185,true
Neothera Acnes Gel,MED-00132,https://trungtamthuoc.com/images/products/130x130/neothera-acnes-gel-2-u8241.jpg,234092,Gel,"Acid Glycolic (AHA), Urea, Allantoin, Asiaticoside (Acid Asiatic)",hộp,164,true
Skin Beauty Diamond E Red,MED-00133,https://trungtamthuoc.com/images/products/130x130/skin-beauty-diamond-e-red-1-l4000.jpg,209275,Viên nang mềm,"Acid Alpha Lipoic (ALA; Acid Thioctic), Vitamin E (Alpha Tocopherol), Selen",hộp,48,true
Goodlife Collagen Glow 3000mg,MED-00134,https://trungtamthuoc.com/images/products/130x130/goodlife-collagen-glow-3000mg-1-p6205.jpg,133799,Nước uống,"Collagen, Glutathione, Nano Curcumin, Vitamin C (Acid Ascorbic), Acid hyaluronic",hộp,41,true
Pharmaform Retin 5:9 Duo Matrix Cream,MED-00135,https://trungtamthuoc.com/images/products/130x130/pharmaform-retin-59-duo-matrix-cream-1-l4122.jpg,234048,Kem,"Glycerol (Glycerin), Natri Hyaluronate, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Acid Pantothenic (Vitamin B5), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Cetyl Alcohol, Nước, Ceramide, Allantoin, Bisabolol (Levomenol), Dimethicone (Polydimethylsiloxanes), Squalane",tuýp,178,true
Pharmaform Hydra 5 Complete,MED-00136,https://trungtamthuoc.com/images/products/130x130/pharmaform-hydra-5-complete-1-v8416.jpg,231840,Serum,"Glycerol (Glycerin), Natri Hyaluronate, Acid Pantothenic (Vitamin B5), Nước, Ceramide, Phenoxyethanol, Xanthan Gum , Acid hyaluronic, Phytosphingosine",hộp,140,true
Pharmacity Scar Gel,MED-00137,https://trungtamthuoc.com/images/products/130x130/pharmacity-scar-gel-1-r7810.jpg,159263,Gel,"Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin E (Alpha Tocopherol), Allantoin",hộp,36,true
Bimunica Shampoo & Body Wash,MED-00138,https://trungtamthuoc.com/images/products/130x130/bimunica-shampoo-body-wash-2-c1307.jpg,230673,,"Glycerol (Glycerin), Acid Pantothenic (Vitamin B5), Coco-Glucoside",chai,195,true
Kem giảm thâm Hebe,MED-00139,https://trungtamthuoc.com/images/products/130x130/hebe-effective-whitening-cream-2-s7628.jpg,284845,Dạng kem,"Acid Salicylic (BHA), Glycerol (Glycerin), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Allantoin, Arbutin, Bisabolol (Levomenol)",hộp,27,true
Redwin Restoring Sorbolene Body Wash,MED-00140,https://trungtamthuoc.com/images/products/130x130/redwin-restoring-sorbolene-body-wash-2-r7201.jpg,229564,Sữa tắm,"Glycerol (Glycerin), Sorbitol",chai,106,true
Xà bông nghệ Neo Acnes,MED-00141,https://trungtamthuoc.com/images/products/130x130/xa-bong-nghe-neoacnes-2-q6234.jpg,223900,Xà bông,"Glycerol (Glycerin), Nano Curcumin, Sorbitol",hộp,17,true
Sumdfine repair serum B5,MED-00142,https://trungtamthuoc.com/images/products/130x130/sumdfine-repair-serum-b5-1-s7804.jpg,282881,Serum,"Acid Folic (Vitamin B9), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Acid Pantothenic (Vitamin B5)",hộp,53,true
Hãn Huyết Linh,MED-00143,https://trungtamthuoc.com/images/products/130x130/han-huyet-linh-1-j3031.jpg,175946,Dung dịch,"Ethanol, Glycerol (Glycerin)",hộp,153,true
NMN Regene,MED-00144,https://trungtamthuoc.com/images/products/130x130/nmn-regene-1-v8743.jpg,226996,Viên nang cứng,"Coenzym Q10 (Ubidecarenone), Resveratrol, Nicotinamide mononucleotide (NMN)",hộp,156,true
PAX MOLY Vitamin C 15% + B5 5% Serum,MED-00145,https://trungtamthuoc.com/images/products/130x130/pax-moly-vitamin-c-15-b5-5-serum-2-m5818.jpg,198546,Serum,"Adenosine, Betaine, Glycerol (Glycerin), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), Allantoin",hộp,169,true
PAX MOLY Collagen 15% + B5 5% Serum,MED-00146,https://trungtamthuoc.com/images/products/130x130/pax-moly-collagen-15-b5-5-serum-2-m5810.jpg,221223,Serum,"Adenosine, Betaine, Glycerol (Glycerin), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Acid Pantothenic (Vitamin B5), Allantoin, Collagen Hydrolyzed",hộp,45,true
PAX MOLY Hyaluronic Acid 10% + B5 3% Serum,MED-00147,https://trungtamthuoc.com/images/products/130x130/pax-moly-hyaluronic-acid-10-b5-3-serum-2-l4077.jpg,292296,Serum,"Adenosine, Betaine, Glycerol (Glycerin), Lactobacillus, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Acid Pantothenic (Vitamin B5), Allantoin, Acid hyaluronic",hộp,21,true
Pomegranate Collagen Glutathione Plus,MED-00148,https://trungtamthuoc.com/images/products/130x130/pomegranate-collagen-glutathione-plus-1-j4404.jpg,216504,Dung dịch uống,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Glutathione, Vitamin E (Alpha Tocopherol), Collagen Type II, Acid hyaluronic",hộp,158,true
"Kem dưỡng ẩm, ngừa hăm tã Green Tribu Pommade Des Petites Fesses",MED-00149,https://trungtamthuoc.com/images/products/130x130/kem-ham-1-r6788.jpg,159927,,,tuýp,28,true
Costar Plus Ultra Beauty 3 in 1,MED-00150,https://trungtamthuoc.com/images/products/130x130/costar-plus-ultra-beauty-3-in-1-1-s7015.jpg,211231,Viên nang mềm,Collagen,hộp,133,true
Kudos Beauty Collagen + Biotin,MED-00151,https://trungtamthuoc.com/images/products/130x130/kudos-beauty-collagen-biotin-1-a0135.jpg,250753,Viên sủi,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen",tuýp,137,true
Aloins Eaude Cream S,MED-00152,https://trungtamthuoc.com/images/products/130x130/aloins-eaude-cream-s-2-g2703.jpg,133605,Kem,"Glycerol (Glycerin), Mineral oil, Vitamin E (Alpha Tocopherol), Cetyl Alcohol, Acid Stearic",hộp,79,true
Natureplex A+D Ointment 42.5g,MED-00153,https://trungtamthuoc.com/images/products/130x130/natureplex-a-d-ointment-2-n5778.jpg,222243,Mỡ,Lanolin,hộp,64,true
SVR Xérial 30 Crème,MED-00154,https://trungtamthuoc.com/images/products/130x130/svr-xerial-30-creme-2-g2773.jpg,245396,Kem,"Glycerol (Glycerin), Mineral oil, Urea, Allantoin, Histidine",hộp,182,true
SVR Clairial Serum,MED-00155,https://trungtamthuoc.com/images/products/130x130/svr-clairial-serum-2-h3247.jpg,230898,Serum,"Glycerol (Glycerin), Natri Hyaluronate, Vitamin E (Alpha Tocopherol), Diacetyl Boldine",hộp,121,true
UV Plus + Block100,MED-00156,https://trungtamthuoc.com/images/products/130x130/uv-plus-block100-1-u8635.jpg,206534,Viên nang cứng,"Betaine, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine",hộp,127,true
Bes Silky & Glowing,MED-00157,https://trungtamthuoc.com/images/products/130x130/bes-silky-glowing-2-v8870.jpg,296428,viên nang cứng,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, Glutathione, Vitamin C (Acid Ascorbic)",hộp,27,true
Collagen Bontra,MED-00158,https://trungtamthuoc.com/images/products/130x130/collagen-bontra-1-n5023.jpg,201735,Viên,"Collagen, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine",hộp,85,true
Glutathione BC White,MED-00159,https://trungtamthuoc.com/images/products/130x130/glutathion-bc-white-1-l4413.jpg,196624,Viên nang cứng,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Glutathione, Isoflavone, Vitamin E (Alpha Tocopherol), Kẽm Oxyd (Zinc Oxide), Selen",hộp,135,true
Rokit America NMN,MED-00160,https://trungtamthuoc.com/images/products/130x130/rokit-america-nmn-1-j3073.jpg,235746,Viên nang,Nicotinamide mononucleotide (NMN),hộp,41,true
Nước uống Collagen Top 5000mg,MED-00161,https://trungtamthuoc.com/images/products/130x130/nuoc-uong-collagen-top-5000mg-1-p6364.jpg,169972,Dung dịch uống,"Collagen Hydrolyzed, Acid hyaluronic",hộp,151,true
Bremedie Advance white Glutathion,MED-00162,https://trungtamthuoc.com/images/products/130x130/bremedie-advance-white-glutathion-1-c0458.jpg,216013,Viên nang cứng,"Glutathione, Vitamin C (Acid Ascorbic), Collagen Hydrolyzed",hộp,168,true
Fobe Gel,MED-00163,https://trungtamthuoc.com/images/products/130x130/fobe-gel-2-i3641.jpg,278482,Gel,"Nano Curcumin, Acid Pantothenic (Vitamin B5), Allantoin, Nano Bạc",hộp,193,true
Placenta Top,MED-00164,https://trungtamthuoc.com/images/products/130x130/placenta-top-3-u8182.jpg,161641,Dung dịch,"Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Collagen Hydrolyzed, Acid hyaluronic",hộp,146,true
White Organic Glutathione,MED-00165,https://trungtamthuoc.com/images/products/130x130/white-organic-glutathione-1-u8420.jpg,280042,Viên nang cứng,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Glutathione, Isoflavone, Vitamin E (Alpha Tocopherol), Kẽm Oxyd (Zinc Oxide), Selen",hộp,141,true
Zéll-V NMN,MED-00166,https://trungtamthuoc.com/images/products/130x130/zell-v-nmn-1-h3681.jpg,265318,Viên nang,"Resveratrol, Nicotinamide mononucleotide (NMN)",hộp,132,true
Blissberry Pureskin Acne Support K21,MED-00167,https://trungtamthuoc.com/images/products/130x130/blissberry-pureskin-acne-support-k21-2-e1785.jpg,145687,Viên nén bao phim,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Kẽm, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Retinol (Vitamin A), Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Magie, Calci (Canxi)",hộp,101,true
Viên Uống Đẹp Da Như Ý Queen,MED-00168,https://trungtamthuoc.com/images/products/130x130/vien-uong-dep-da-nhu-y-queen-1-t7744.jpg,185070,Viên,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Acid Pantothenic (Vitamin B5), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Astaxanthin, Acid hyaluronic",hộp,101,true
Glutathione Maxx 500,MED-00169,https://trungtamthuoc.com/images/products/130x130/glutathione-maxx-500-1-s7725.jpg,152315,Viên,"Beta Glucan, Curcumin, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Magie, Selen",hộp,103,true
Skin Guard 1%,MED-00170,https://trungtamthuoc.com/images/products/130x130/skin-guard-1-1-n5221.jpg,182499,Kem bôi da,Clotrimazol,hộp,35,true
Acnevir 3 in One đỏ,MED-00171,https://trungtamthuoc.com/images/products/130x130/santafa-acnevir-3-in-1-2-p6884.jpg,238017,Gel,Acid Salicylic (BHA),hộp,161,true
Ziaja Dermatological Base With Zinc Oxide,MED-00172,https://trungtamthuoc.com/images/products/130x130/ziaja-dermatological-base-with-zinc-oxide-2-u8218.jpg,177930,Kem,"Glycerol (Glycerin), Lanolin, Magnesium Sulfate, Mineral oil, Kẽm Oxyd (Zinc Oxide)",hộp,110,true
Vichy Normaderm Skin Balance Anti-oiliness Hydrating aquagel,MED-00173,https://trungtamthuoc.com/images/products/130x130/vichy-normaderm-skin-balance-anti-oiliness-hydrating-aquagel-2-n5631.jpg,146980,Gel,Acid Salicylic (BHA),hộp,61,true
Vichy Normaderm Hyaluspot,MED-00174,https://trungtamthuoc.com/images/products/130x130/vichy-normaderm-hyaluspot-2-k4741.jpg,250625,Kem,"Acid Salicylic (BHA), Acid hyaluronic",hộp,110,true
Vichy Normaderm Imperfection prone skin lotion,MED-00175,https://trungtamthuoc.com/images/products/130x130/vichy-normaderm-imperfection-prone-skin-lotion-2-j3604.jpg,139878,Dung dịch,"Acid Salicylic (BHA), Glycerol (Glycerin), Citric Acid",chai,21,true
Hush & Hush Skincapsule Clear+,MED-00176,https://trungtamthuoc.com/images/products/130x130/hush-hush-skincapsule-clear-1-i3218.jpg,133039,Viên nang cứng,"Retinol (Vitamin A), Acid Pantothenic (Vitamin B5), Selen, Kẽm Picolinate (Zinc Picolinate)",hộp,53,true
Makeup Remove Milk,MED-00177,https://trungtamthuoc.com/images/products/130x130/dr-lacir-makeup-remove-milk-2-b0160.jpg,297412,,"Sorbitol, Acid Pantothenic (Vitamin B5)",tuýp,83,true
Cốt yến Saffron,MED-00178,https://trungtamthuoc.com/images/products/130x130/cot-yen-saffron-2-l4241.jpg,191472,Dung dịch,"Acid Pantothenic (Vitamin B5), Acid hyaluronic",hộp,110,true
Mint Crystal,MED-00179,https://trungtamthuoc.com/images/products/130x130/mint-crystal-2-q6862.jpg,253461,Dung dịch,Acid hyaluronic,chai,50,true
Oubaku Anti Acne Liquid,MED-00180,https://trungtamthuoc.com/images/products/130x130/oubaku-anti-acne-liquid-2-h3411.jpg,188429,Tinh chất,"Acid Salicylic (BHA), Acid Pantothenic (Vitamin B5)",chai,128,true
